city,state_id,state_name,lat,lng,id
Pasco,WA,Washington,46.2506,-119.1304,1840019888
Wheeling,WV,West Virginia,40.0752,-80.6951,1840005510
Kendall,FL,Florida,25.6697,-80.3556,1840014244
Baldwin Park,CA,California,34.0829,-117.9721,1840019227
Rancho Cordova,CA,California,38.574,-121.2523,1840020248
Conway,AR,Arkansas,35.0754,-92.4694,1840014598
Gary,IN,Indiana,41.5906,-87.3472,1840008194
Altoona,PA,Pennsylvania,40.5082,-78.4007,1840001080
Lodi,CA,California,38.1218,-121.2932,1840020263
Arlington Heights,IL,Illinois,42.0955,-87.9825,1840011243
Bolingbrook,IL,Illinois,41.6903,-88.1019,1840011482
Rochester Hills,MI,Michigan,42.6645,-83.1563,1840002429
Winchester,VA,Virginia,39.1735,-78.1746,1840001623
Framingham,MA,Massachusetts,42.3085,-71.4368,1840003131
Hilton Head Island,SC,South Carolina,32.1896,-80.7499,1840016974
Centreville,VA,Virginia,38.8391,-77.4388,1840006015
Union City,CA,California,37.603,-122.0187,1840021539
Owensboro,KY,Kentucky,37.7574,-87.1173,1840014340
Jackson,TN,Tennessee,35.6535,-88.8353,1840014528
Cleveland,TN,Tennessee,35.1817,-84.8707,1840014603
Wausau,WI,Wisconsin,44.962,-89.6459,1840002163
Camden,NJ,New Jersey,39.9362,-75.1073,1840001507
Anniston,AL,Alabama,33.6712,-85.8136,1840006563
Evanston,IL,Illinois,42.0463,-87.6942,1840008129
Apple Valley,CA,California,34.5328,-117.2104,1840021733
Mansfield,OH,Ohio,40.7656,-82.5275,1840000960
Schaumburg,IL,Illinois,42.0307,-88.0838,1840011319
Pocatello,ID,Idaho,42.8724,-112.4646,1840013376
Woodbury,MN,Minnesota,44.9056,-92.923,1840009998
Southfield,MI,Michigan,42.4765,-83.2605,1840002431
Ellicott City,MD,Maryland,39.2773,-76.8344,1840005802
Dale City,VA,Virginia,38.6473,-77.3459,1840006094
Maple Grove,MN,Minnesota,45.1089,-93.4626,1840008923
Pittsburg,CA,California,38.0182,-121.8964,1840020282
New Britain,CT,Connecticut,41.6758,-72.7862,1840004774
Morgantown,WV,West Virginia,39.638,-79.9468,1840005647
Mansfield,TX,Texas,32.569,-97.1211,1840020702
Hammond,LA,Louisiana,30.5061,-90.4563,1840013908
Dothan,AL,Alabama,31.2335,-85.4069,1840001518
Harrisonburg,VA,Virginia,38.4361,-78.8735,1840003844
Wenatchee,WA,Washington,47.4356,-120.3283,1840021074
Waukesha,WI,Wisconsin,43.0087,-88.2464,1840003008
Pawtucket,RI,Rhode Island,41.8744,-71.3743,1840003285
Redmond,WA,Washington,47.6762,-122.1169,1840019835
Lauderhill,FL,Florida,26.1605,-80.2242,1840015146
